reservation_line_id,reservation_number,reservation_line_number,reservation_creation_date,reservation_requirement_date,part_number,description,open_reservation_qty,open_reservation_value,reservation_status,reservation_source,wbs_number,requester_alias,plant_code,po_number,po_line_number,po_line_item_id,asset_code,asset_serial_number
6077914257-1,6077914257,1,2025-06-13,2025-07-24,101936234,OLL 52.5 Corrosion Inhibitor,436.0,5110.6612000000005,04. PO Available to Peg,SAP - MANUAL Reservation,,Duc Long,3606,4584333949,3,4584333949-3,,
6077737966-1,6077737966,1,2025-06-09,2025-07-31,102063972,"KIT, SSIJ-BA, SLS-2",1.0,268.9126,05. No PO Available to Peg,MAXIMO,,02785368,3610,,,,SSIJ-BA,33
6077737914-1,6077737914,1,2025-06-09,2025-09-08,104400146,"PLATE, CONNECTION, FOR 20 KVA MULTITAPP~",1.0,76.55420000000001,05. No PO Available to Peg,MAXIMO,,03241676,3606,,,,COSU-AA-E,7188
6077634811-7,6077634811,7,2025-06-07,2025-07-31,B076207,"O-RING;135,1.925 IN,0.103 IN,FKM,75A",5.0,4.3365,05. No PO Available to Peg,MAXIMO,,03363017,3610,,,,,
6077634811-8,6077634811,8,2025-06-07,2025-07-31,P672083,"RING:RETAINING;INTL,USIS-A,59 MM,48.8",2.0,131.2362,05. No PO Available to Peg,MAXIMO,,03363017,3610,,,,,
6077547456-1,6077547456,1,2025-06-06,2025-06-06,101083082,"H2S RESISTANT FLEXIBLE WEAKPOINT, 3100-~",2.0,2695.84,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584402535,1,4584402535-1,,
6077233341-1,6077233341,1,2025-05-31,2025-07-01,103281174,UPM BIAS CAN UPGRADE RETROFIT KIT,1.0,432.3495,05. No PO Available to Peg,MAXIMO,,00821967,3606,,,,UPM-BA,3166
6077228576-1,6077228576,1,2025-05-31,2025-07-01,B027543,"BACKUP RING, CONTOURED SIZE 8-016 NITRI~",20.0,8.308000000000002,05. No PO Available to Peg,MAXIMO,,00821967,3606,,,,MDCC-DA,17
6077226573-1,6077226573,1,2025-05-31,2025-06-30,E046196,"BRUSHES, REPLACEMENT, FOR W10 VARIAC",2.0,297.22540000000004,05. No PO Available to Peg,MAXIMO,,00821967,3606,,,,MRPP-BA,714
6077234780-1,6077234780,1,2025-05-31,2025-07-01,P334867,CONTACT ASSY. SPRING H.T,2.0,105.2436,05. No PO Available to Peg,MAXIMO,,00821967,3606,,,,PCCL-LA,11098
6077151675-1,6077151675,1,2025-05-30,2025-05-30,105935866,"180"" x 112"" x 96"" OD SPL PCK",2.0,366880.0606000001,06. No PO Available to Peg fully (Only Partial available,SAP - MANUAL Reservation,J.26.000911,ShellCrux,3606,,,,,
6077145361-4,6077145361,4,2025-05-30,2025-07-10,B074554,"BEARING,BALL .18 ID X .37 OD X .12W2 SH~",6.0,89.2818,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,PILS-A,839APG
6077145361-3,6077145361,3,2025-05-30,2025-07-10,P799278,BAFFLE SPACER,2.0,165.4364,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,PILS-A,839APG
6077145361-2,6077145361,2,2025-05-30,2025-07-10,P799279,CONE,2.0,248.7978,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,PILS-A,839APG
6077145361-7,6077145361,7,2025-05-30,2025-07-10,P799280,KEY,5.0,48.206500000000005,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,PILS-A,839APG
6077145361-5,6077145361,5,2025-05-30,2025-07-10,P799281,SPINNER DIA 28.PITCH 40,2.0,724.8864000000001,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,PILS-A,839APG
6077145361-6,6077145361,6,2025-05-30,2025-07-10,P799282,SELF LOCKING NUT #8-32-UNC,4.0,118.2684,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,PILS-A,839APG
6077145361-1,6077145361,1,2025-05-30,2025-07-10,P799283,SPINNER AXLE,2.0,825.4132000000001,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,PILS-A,839APG
6077090333-1,6077090333,1,2025-05-28,2025-06-20,P489022,HRGD WEAR KIT WITH FULL MCFL PAD,1.0,8147.1456,04. PO Available to Peg,MAXIMO,,02877363,3606,4584321662,2,4584321662-2,HRGD-H,3790
6077090334-1,6077090334,1,2025-05-28,2025-06-27,P489022,HRGD WEAR KIT WITH FULL MCFL PAD,1.0,8147.1456,04. PO Available to Peg,MAXIMO,,02877363,3606,4584321662,2,4584321662-2,HRGD-H,5878
6076975517-2,6076975517,2,2025-05-27,2025-06-06,100391447,BUTTERFLY VALVE 3 IN 150RF,2.0,2745.2446000000004,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,VST-FA,757
6076976055-4,6076976055,4,2025-05-27,2025-06-05,100746089,"O-RING 237, 3-3/8 ID x 1/8 W, HT VITON ~",8.0,117.04,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,,
6076976055-6,6076976055,6,2025-05-27,2025-06-05,B077181,"RING, SEAL: WOM P/N PT-2349",4.0,14.9644,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,,
6076975517-3,6076975517,3,2025-05-27,2025-06-06,B079120,"FLOAT STANDARD SST FOR 0,8 DENSITE FLUI~",1.0,2013.46,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,VST-FA,757
6076975517-1,6076975517,1,2025-05-27,2025-06-06,P782946,"REPAIR KIT FOR BUTTERFLY VALVE 3""",3.0,807.6381000000001,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,VST-FA,757
6076976055-7,6076976055,7,2025-05-27,2025-06-05,B077803,SEAL RING FOR GATE VALVE: WOM P/N PT-21~,4.0,38.6536,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,,
6076976055-5,6076976055,5,2025-05-27,2025-06-05,B077836,SEAL. P/N: PT-2399,16.0,244.16,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,05170733,3606,,,,,
6076976055-8,6076976055,8,2025-05-27,2025-06-05,100980554,PACKING ASSEMBLY: WOM P/N SP-1800,4.0,850.24,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,,
6076976055-1,6076976055,1,2025-05-27,2025-06-05,103277844,"RING, BACKUP: WOM P/N BT-3010SS",8.0,1076.96,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,,
6076976055-9,6076976055,9,2025-05-27,2025-06-05,B077171,"RING, SEAL: WOM P/N PN-2229",4.0,9.84,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,,
6076976055-2,6076976055,2,2025-05-27,2025-06-05,B077176,BACK UP RING FOR SEAL ASSEMBLY(STAINLES~,8.0,643.84,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,,
6076976055-3,6076976055,3,2025-05-27,2025-06-05,B077178,"SEAL,             FOR WOM VALVE        ~",8.0,104.8,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,,
6076976055-10,6076976055,10,2025-05-27,2025-06-05,B077172,"GASKET,BONNET     FOR WOM VALVE        ~",4.0,505.6,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,,
6076921932-1,6076921932,1,2025-05-26,2025-06-26,100141220,"MRMS, Release Washer, WELBOR",12.0,1146.33,05. No PO Available to Peg,MAXIMO,,02980787,3606,,,,MRMS-XCB,449
6076872226-1,6076872226,1,2025-05-25,2025-06-25,100130918,"BAG, 18G (+/-1G) DESICCANT, MDT-X ELECT~",1.0,53.98,01. SOH Available to Peg,MAXIMO,,02980787,3606,,,,MRHY-XBA,606
6076792930-9,6076792930,9,2025-05-23,2025-05-23,100124014,"SFT-651, 2-1/4"" SPIRAL GRAPPLE F/ BOWEN~",2.0,2133.8696,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584182111,10,4584182111-10,,
6076792930-10,6076792930,10,2025-05-23,2025-05-23,100658165,"SFT-651, 2-5/16 SPIRAL GRAPPLE CONTROL",2.0,676.2176000000001,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584182111,11,4584182111-11,,
6076762034-1,6076762034,1,2025-05-23,2025-06-23,101818668,"KIT, RCM SP1 MPMP-AE/AES",1.0,3.9417,05. No PO Available to Peg,MAXIMO,,02980787,3606,,,,MPMP-AD,233
6076792930-1,6076792930,1,2025-05-23,2025-05-23,104709215,"BIT, CORING, 6 BLADE SB1, 2.4mm DIAMOND",2.0,3852.366,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584182111,6,4584182111-6,,
6076762025-1,6076762025,1,2025-05-23,2025-06-23,101240124,"KIT, MRPQ RCM SP1",1.0,73.2557,01. SOH Available to Peg,MAXIMO,,02980787,3606,,,,MRPQ-XPG,249
6076534501-14,6076534501,14,2025-05-19,2025-07-22,100840214,SEAL RING: WOM P/N PT-2489,6.0,148.1166,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,SSV-NHC,751
6076534501-6,6076534501,6,2025-05-19,2025-08-22,100889627,"SEAL, PISTON, WOM P/N: NP-0519",2.0,184.2848,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,SSV-NHC,751
6076534501-9,6076534501,9,2025-05-19,2025-08-22,B077258,"PACKING,ASSEMBLY  FOR WOM VALVE        ~",2.0,442.04,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,SSV-NHC,751
6076534501-8,6076534501,8,2025-05-19,2025-08-22,B079181,"RING, WEAR, 1.75 OD X 1.50 ID X 0.5 THK~",2.0,27.24,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,SSV-NHC,751
6076534501-4,6076534501,4,2025-05-19,2025-08-22,B079187,"WEAR RING, WOM P/N: BY-0030",2.0,37.5,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,SSV-NHC,751
6076534501-3,6076534501,3,2025-05-19,2025-08-22,B079188,SEAL FOR ACTUATOR: WOM P/N PN-2629,2.0,5.08,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,SSV-NHC,751
6076534501-2,6076534501,2,2025-05-19,2025-08-22,B079190,SEAL RING FOR ACTUATOR: WOM P/N PN-0359,2.0,7.98,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,SSV-NHC,751
6076534501-1,6076534501,1,2025-05-19,2025-08-22,B079191,PACKING ASSEMBLY FOR ACTUATOR: WOM P/N ~,2.0,262.98,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,SSV-NHC,751
6076295661-1,6076295661,1,2025-05-14,2025-05-14,H125565,"LABEL, CORE BOTTLE",300.0,502.5,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584182062,13,4584182062-13,,
6076207029-3,6076207029,3,2025-05-13,2025-05-13,H357042,"LC-M-3_3/8, LIFTING CAP, MALE 3-3/8, 12~",4.0,1756.5824,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584231407,1,4584231407-1,,
6076207029-2,6076207029,2,2025-05-13,2025-05-13,T5018930,"EXTENDER, TOP HAT MAKE-UP, 5K SWL",4.0,0.0268,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584231414,8,4584231414-8,,
6076154079-1,6076154079,1,2025-05-12,2025-05-12,103296874,"VALVE,RELIEF, 1/4"" NPT, SET PRESSURE 31~",3.0,2853.396,01. SOH Available to Peg,MAXIMO,,03702370,3606,,,,ESD-CB,823
6075995977-1,6075995977,1,2025-05-09,2025-06-08,102053328,JP026 CT10 UV PKG ASYUV,4.0,5268.4788,01. SOH Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,,,,,
6075960484-5,6075960484,5,2025-05-08,2025-05-08,101262286,"PWA, PTC-RUGGED TELEMETRY",1.0,2868.8529000000003,01. SOH Available to Peg,SAP - MANUAL Reservation,,,3606,,,,,
6075960484-8,6075960484,8,2025-05-08,2025-05-08,101268853,"PWA, PTC Rugged Load",1.0,17784.413,04. PO Available to Peg,SAP - MANUAL Reservation,,,3606,4584088992,4,4584088992-4,,
6075960484-2,6075960484,2,2025-05-08,2025-05-08,101872968,"PWA, ACHRP001, Power and Transceiver",1.0,7138.5753,04. PO Available to Peg,SAP - MANUAL Reservation,,,3606,4584088885,1,4584088885-1,,
6075812488-1,6075812488,1,2025-05-06,2025-05-09,100187513,"TRANSFORMER, PULSE-LDSC",1.0,241.94370000000004,05. No PO Available to Peg,MAXIMO,,02307312,3610,,,,HNGS-CA,422
6075813530-3,6075813530,3,2025-05-06,2025-05-06,103482602,"KIT, IPAD MINI MTECO, NON ZONE, WITH CA~",3.0,2831.04,01. SOH Available to Peg,MAXIMO,,80045394,3606,,,,SMS51024F0270,
6075812488-2,6075812488,2,2025-05-06,2025-05-09,H547151,"Na 22, 92.5 Bq HNGS SOURCE",1.0,1989.1027,04. PO Available to Peg,MAXIMO,,02307312,3610,4584081279,1,4584081279-1,HNGS-CA,422
6075813530-2,6075813530,2,2025-05-06,2025-05-06,103209775,"MAC MINI, APPLE",2.0,3717.7,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,80045394,3606,,,,SMS51024F0270,
6075530668-1,6075530668,1,2025-05-01,2025-05-24,P476760,GHOS101 PC BOARD ASSY,2.0,7271.429599999999,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,GHOH-A,815
6075524621-1,6075524621,1,2025-04-30,2025-05-24,P787565,OPTICAL FEED-THRU CONNECTOR,2.0,2876.6732,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,GHOH-A,815
6075410517-1,6075410517,1,2025-04-29,2025-05-29,103608607,"MSPLMK-AA, KIT, MSPLT MILLING",2.0,5930.8868,04. PO Available to Peg,SAP - MANUAL Reservation,,ymoradi2,3606,4584065863,1,4584065863-1,,
6075381793-1,6075381793,1,2025-04-28,2025-04-30,100572578,"SCREW, SKT HD CAP 8-32 X 5/16 ALLOY STL~",10.0,4.0200000000000005,01. SOH Available to Peg,MAXIMO,,02307312,3606,,,,WPSM-AA,179
6075381793-2,6075381793,2,2025-04-28,2025-04-30,H091790,SPLIT THREADED RING 1-11/16 DIA.,2.0,3667.1914,05. No PO Available to Peg,MAXIMO,,02307312,3606,,,,WPSM-AA,179
6075136771-1,6075136771,1,2025-04-23,2025-05-05,103696090,"Kit, EDTC-B_FCO-16. CABLE FOR NRTA",1.0,105.994,04. PO Available to Peg,SAP - MANUAL Reservation,,Poonam,3606,4584133290,1,4584133290-1,,
6075080308-1,6075080308,1,2025-04-23,2025-05-31,H245813,"CONNECTOR:HYDRAULIC;FLUD TO AIR,500 DEG",2.0,224.0906,05. No PO Available to Peg,MAXIMO,,02785368,3610,,,,,
6074703592-2,6074703592,2,2025-04-16,2025-04-16,100042505,"COUPLING, ELASTIC, GENERATOR, OSU-PA",1.0,820.9175,05. No PO Available to Peg,MAXIMO,,03241676,3606,,,,POSU-AA,9017
6074759461-2,6074759461,2,2025-04-16,2025-05-19,100124813,"PWA, EDTC-B CBLI BOARD",1.0,1199.5747,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,EDTC-BB,8430
6074759461-1,6074759461,1,2025-04-16,2025-05-19,100140081,"EDTR-B, EDTC ACCELEROMETER ASSEMBLY",1.0,8289.152900000001,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,EDTC-BB,8430
6074703592-3,6074703592,3,2025-04-16,2025-04-16,100324034,"AIR OIL COOLER, LDC-033-B-0-60-S20-0-O,~",1.0,3024.279500000001,05. No PO Available to Peg,MAXIMO,,03241676,3606,,,,POSU-AA,9017
6074703592-1,6074703592,1,2025-04-16,2025-04-16,100435433,"RESERVOIR, AIR PURGING TANK, 4 LTR",1.0,64.62150000000001,05. No PO Available to Peg,MAXIMO,,03241676,3606,,,,POSU-AA,9017
6074759461-5,6074759461,5,2025-04-16,2025-05-13,100632481,EDTC-BB MR8 KIT,1.0,292.5153,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,EDTC-BB,8430
6074703772-7,6074703772,7,2025-04-16,2025-04-23,100980554,PACKING ASSEMBLY: WOM P/N SP-1800,2.0,425.12,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-1
6074703772-1,6074703772,1,2025-04-16,2025-04-23,103277844,"RING, BACKUP: WOM P/N BT-3010SS",4.0,538.48,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-1
6074703772-9,6074703772,9,2025-04-16,2025-04-23,B077169,"RING, SEAL: WOM P/N PN-3459",4.0,32.6,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-1
6074703772-8,6074703772,8,2025-04-16,2025-04-23,B077171,"RING, SEAL: WOM P/N PN-2229",2.0,4.92,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-1
6074703792-2,6074703792,2,2025-04-16,2025-04-23,B077176,BACK UP RING FOR SEAL ASSEMBLY(STAINLES~,4.0,321.92,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-4
6074703792-7,6074703792,7,2025-04-16,2025-04-23,B077803,SEAL RING FOR GATE VALVE: WOM P/N PT-21~,2.0,19.3268,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-4
6074703792-5,6074703792,5,2025-04-16,2025-04-23,B077836,SEAL. P/N: PT-2399,8.0,122.08,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-4
6074759461-3,6074759461,3,2025-04-16,2025-05-19,100183023,"PCB ASSY, EDTC-B MEASUREMENT BOARD",1.0,1687.8305000000005,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,EDTC-BB,8430
6074759461-4,6074759461,4,2025-04-16,2025-05-19,100195491,"PWA, EDTC-B TELEMETRY BOARD",1.0,11493.5418,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,EDTC-BB,8430
6074703792-8,6074703792,8,2025-04-16,2025-04-23,100980554,PACKING ASSEMBLY: WOM P/N SP-1800,2.0,425.12,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-4
6074759461-6,6074759461,6,2025-04-16,2025-05-13,102800516,"EDTC-BB_FCO-14, MODIFICATION KIT",1.0,188.0623,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,EDTC-BB,8430
6074703792-1,6074703792,1,2025-04-16,2025-04-23,103277844,"RING, BACKUP: WOM P/N BT-3010SS",4.0,538.48,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-4
6074703792-10,6074703792,10,2025-04-16,2025-04-23,B077169,"RING, SEAL: WOM P/N PN-3459",4.0,32.6,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-4
6074703792-9,6074703792,9,2025-04-16,2025-04-23,B077171,"RING, SEAL: WOM P/N PN-2229",2.0,4.92,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-4
6074703772-2,6074703772,2,2025-04-16,2025-04-23,B077176,BACK UP RING FOR SEAL ASSEMBLY(STAINLES~,4.0,321.92,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-1
6074703772-3,6074703772,3,2025-04-16,2025-04-23,B077178,"SEAL,             FOR WOM VALVE        ~",4.0,52.4,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-1
6074703772-10,6074703772,10,2025-04-16,2025-04-23,B077172,"GASKET,BONNET     FOR WOM VALVE        ~",2.0,252.8,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-1
6074703792-3,6074703792,3,2025-04-16,2025-04-23,B077178,"SEAL,             FOR WOM VALVE        ~",4.0,52.4,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-4
6074703792-11,6074703792,11,2025-04-16,2025-04-23,B077172,"GASKET,BONNET     FOR WOM VALVE        ~",2.0,252.8,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,GATE VALVE,IO118943-1-4
6074644067-3,6074644067,3,2025-04-15,2025-04-30,100398351,PNEUMATIC LEVEL SWITCH HIGH K-TEK CE,1.0,2587.3657,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,,
6074585877-8,6074585877,8,2025-04-14,2025-04-14,H441216,HOUSING GREASE SEAL,10.0,528.6999999999999,01. SOH Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,,,,,
6074585871-26,6074585871,26,2025-04-14,2025-04-14,P191920,SPRING,20.0,721.0,01. SOH Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,,,,,
6074585981-8,6074585981,8,2025-04-14,2025-04-14,102990995,"H2S RESISTANT FLEXIBLE WEAKPOINT, 3700-~",5.0,6436.0195,04. PO Available to Peg,SAP - MANUAL Reservation,,jpereira11,3606,4584403381,1,4584403381-1,,
6074305915-8,6074305915,8,2025-04-09,2025-04-29,100332961,"HEAD,NOZZLE 1.5 OD W/TWO .093 AND ONE .~",1.0,905.505,04. PO Available to Peg,SAP - MANUAL Reservation,,Isabelle L,3606,4584078617,1,4584078617-1,,
6074248969-1,6074248969,1,2025-04-08,2025-04-08,105111704,"RACK RAM ASSEMBLY, 7.06 DS, 10 KPSI, 4.~",1.0,80503.6557,05. No PO Available to Peg,SAP - MANUAL Reservation,,,3606,,,,,
6074248969-2,6074248969,2,2025-04-08,2025-04-08,105111710,"LOCATOR RAM ASSEMBLY, 7.06 DS, 10 KPSI,~",1.0,75918.6045,05. No PO Available to Peg,SAP - MANUAL Reservation,,,3606,,,,,
6074182832-3,6074182832,3,2025-04-07,2025-04-07,101743307,"KIT, STEM 3 REDRESS, 2.875 LOAD MODULE,~",6.0,11842.678800000002,04. PO Available to Peg,SAP - MANUAL Reservation,,,3606,4584018282,1,4584018282-1,,
6073904456-3,6073904456,3,2025-04-02,2025-04-01,100985423,"CASING TARGET 12-1/2, THICKNESS 8mm",1.0,11054.738700000002,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4583992590,1,4583992590-1,,
6073845974-2,6073845974,2,2025-04-01,2025-04-01,101083082,"H2S RESISTANT FLEXIBLE WEAKPOINT, 3100-~",2.0,2695.84,04. PO Available to Peg,SAP - MANUAL Reservation,,JESMERALDA,3610,4584168653,2,4584168653-2,,
6073407642-9,6073407642,9,2025-03-24,2025-03-24,101209596,"KIT, IFC RETRIEVAL, 2-3/8 AND 2-7/8 CT",1.0,8082.4713,04. PO Available to Peg,SAP - MANUAL Reservation,,JPazzi,3606,4584173006,6,4584173006-6,,
6073250350-5,6073250350,5,2025-03-21,2025-03-21,101887297,"THREADED RING, CAL-B, 3.63 ADDRESSABLE ~",2.0,1499.9424,04. PO Available to Peg,SAP - MANUAL Reservation,,,3606,4583995133,7,4583995133-7,,
6073250352-2,6073250352,2,2025-03-21,2025-03-21,102809283,"KIT, STEM 3, O-RING, REDRESS, EX/NON-EX~",2.0,453.48280000000005,01. SOH Available to Peg,SAP - MANUAL Reservation,,,3606,,,,,
6073250350-2,6073250350,2,2025-03-21,2025-03-21,103360243,"ASSEMBLY, ADAPTER, TEST, RIG-UP, XTREME",2.0,1227.5204,04. PO Available to Peg,SAP - MANUAL Reservation,,,3606,4583971265,10,4583971265-10,,
6073250474-2,6073250474,2,2025-03-21,2025-05-21,B021297,"SEAL, OIL, NATIONAL 4.500 ID x 5.625 OD~",2.0,87.07320000000001,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WDR-42C,281
6073250474-1,6073250474,1,2025-03-21,2025-05-21,100838324,LOCKABLE NUT FOR DRUMS PILLOW BLOCK WIT~,2.0,648.5308,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WDR-42C,281
6073250474-3,6073250474,3,2025-03-21,2025-05-21,A007365,"SEAL,OIL,NATIONAL   5.000 ID X 6.256 OD~",2.0,104.185,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,WDR-42C,281
6073225163-4,6073225163,4,2025-03-20,2025-04-24,104840775,HRCC503 PC BOARD ASSY (MMP/F11 175C),1.0,5119.47,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,HRCC-H,4908
6073225163-1,6073225163,1,2025-03-20,2025-04-21,P774630,HRCC704 PC BOARD ASSY,3.0,6830.097,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,HRCC-H,4908
6073225163-3,6073225163,3,2025-03-20,2025-04-22,103450350,THERMAL KIT FOR HRCCx04,1.0,1335.94,01. SOH Available to Peg,MAXIMO,,80058047,3606,,,,HRCC-H,4908
6073225163-2,6073225163,2,2025-03-20,2025-04-22,103607209,HARNESS FOR HRCC-H/X,1.0,1987.3674,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,HRCC-H,4908
6073027994-14,6073027994,14,2025-03-17,2025-03-28,B077172,"GASKET,BONNET     FOR WOM VALVE        ~",3.0,379.2000000000001,01. SOH Available to Peg,MAXIMO,,05170733,3606,,,,,
6072974615-1,6072974615,1,2025-03-16,2025-03-31,103320323,"SUB-ASSY, PULLEY FOR PERKINS ENGINE BEL~",1.0,496.41,05. No PO Available to Peg,MAXIMO,,02473940,3606,,,,DAPS-BA,3709R
6072819108-4,6072819108,4,2025-03-13,2025-03-13,H245760,"BOOT, BCC FEMALE, .068 DIA KALREZ",10.0,1197.4,04. PO Available to Peg,SAP - MANUAL Reservation,,jpereira11,3606,4584419955,2,4584419955-2,,
6072714419-1,6072714419,1,2025-03-11,2025-06-10,100388820,"CABLE ASSEMBLY,7-46A XS,15M/50FT WITH S~",6.0,9115.551,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,VSII-AB,8585
6072714419-2,6072714419,2,2025-03-11,2025-06-10,101333298,"KIT, VSII-AB SLS-1/2 W/O CABLE ASSY",12.0,417.24,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,02207132,3606,,,,VSII-AB,8585
6072714419-3,6072714419,3,2025-03-11,2025-06-10,B019132,"O-RING;132,1.737 IN,0.103 IN,FKM,95A",50.0,42.0,05. No PO Available to Peg,MAXIMO,,02207132,3606,,,,VSII-AB,8585
6072645284-3,6072645284,3,2025-03-10,2025-04-30,B034753,"CUP, TS SINGLE ROW, STRAIGHT BORE (.687~",4.0,83.2944,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SAH-G,1392
6072645284-2,6072645284,2,2025-03-10,2025-04-30,B034754,"CONE, TS SINGLE ROW STRAIGHT BORE (.687~",4.0,373.84,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,SAH-G,1392
6072645284-1,6072645284,1,2025-03-10,2025-04-30,H102379,"PLUG, FILLER",5.0,231.5185,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SAH-G,1392
6072645284-5,6072645284,5,2025-03-10,2025-04-30,H713343,"WASHER, THRUST",2.0,199.52,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,SAH-G,1392
6072645284-4,6072645284,4,2025-03-10,2025-04-30,H713344,"LOCKNUT, FLANGE",1.0,350.3631,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SAH-G,1392
6072492853-5,6072492853,5,2025-03-07,2025-04-15,100057953,"PIN, ARM TO BODY, 1-11/16 3 ARM CENTRAL~",24.0,3529.0776000000005,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SCMS-CB,8245_AUNB
6072492853-7,6072492853,7,2025-03-07,2025-04-15,100057954,"PIN, ROLLER, 1-11/16 O.D. 3 ARM CENTRAL~",48.0,4809.2064,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SCMS-CB,8245_AUNB
6072492853-9,6072492853,9,2025-03-07,2025-04-15,100057955,"WHEEL, WEDGE ROLLER, 1-11/16 O.D. 3 ARM~",48.0,3868.5264,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,SCMS-CB,8245_AUNB
