sap_wbs_raw,wbs_source,project_number,operation_number,ops_activity_number,wbs_name,client_name,rig,ops_district,location,sub_business_line_raw
J.21.111258,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.07,CON 448,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111254,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.13,CON 463,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111253,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.03,CON 430,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111249,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.04,CON431,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111248,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.01,Condabri North 368,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111245,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.11,CON 475,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111244,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.10,CON 474,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111243,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.06,CON 471,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111240,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.09,CON 463,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111238,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.02,CNN 370,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111237,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.05,CON 432,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.21.111233,Operation Activity,P.1012060,O.1012060.02,A.1012060.02.08,CON 476,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Production Services
J.23.010370,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.24,RCK105,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010369,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.23,RCK101,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010363,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.17,RCK259,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010366,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.20,RCK195,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010376,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.40,COM402,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010371,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.35,COM380,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010373,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.37,RCK075,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010378,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.42,Q4 Well 8,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010426,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.60,Well 6 - April 23,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010421,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.55,Well 1 - April 23,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010425,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.59,Well 5 - April 23,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010424,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.58,Well 4 - April 23,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010422,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.56,Well 3 - April 23,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010423,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.57,Well 2 - April 23,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010380,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.44,Q4 Well 10,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010374,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.38,Q4 Well 4,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010368,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.22,Q2 Well 8,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010375,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.39,Q4 Well 5,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010377,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.41,Q4 Well 7,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010379,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.43,Q4 Well 9,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010372,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.36,Q4 Well 2,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010365,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.19,RCK260,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010367,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.21,RCK228,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010361,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.15,RCK261,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116599,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.51,RCK 115,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010364,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.18,RCK290,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.23.010362,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.16,RCK231,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116601,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.53,RCK288,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116602,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.54,RCK263,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116600,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.52,RCK 262,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116595,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.47,LUK 032,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116592,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.34,RCK 258,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116597,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.49,LUK 018,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116596,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.48,LUK 017,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116591,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.33,RCK 194,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116593,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.45,RCK 226,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116594,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.46,LUK 047,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116590,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.32,RCK 193,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116589,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.31,RCK 227,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116587,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.29,CNS 284,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116585,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.27,CNS 285,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116598,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.50,LUK016,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116588,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.30,CON 477,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116586,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.28,CNS 286,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116583,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.25,CNN 335,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.22.116584,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.26,CNN 375,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111257,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.11,CON 463,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111256,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.06,CON 431,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111252,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.05,CON 430,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111251,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.04,CNN 370,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111250,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.02,CoilFRAC,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111247,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.14,CON 477,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111246,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.12,CON 474,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111242,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.10,CON 476,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111241,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.07,CON 432,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111239,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.08,CON 471,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111236,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.09,CON 448,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111235,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.13,CON 475,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111234,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.01,CON432,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.111232,Operation Activity,P.1012060,O.1012060.01,A.1012060.01.03,CNN 368,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,RIGLESS - AUSTRALIA,AUS East Coast WS,,WS Well Intervention
J.21.109535,Operation Activity,P.1011660,O.1011660.05,A.1011660.05.03,9-5/8in Intermediate Casing ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109534,Operation Activity,P.1011660,O.1011660.05,A.1011660.05.05,Geographe-4 _ 20in Surface Casing ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109531,Operation Activity,P.1011660,O.1011660.05,A.1011660.05.04,Artisan-1 _ 7in Liner ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109343,Operation Activity,P.1011660,O.1011660.05,A.1011660.05.01,Geographe-4 - 36in Conductor ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109341,Operation Activity,P.1011660,O.1011660.05,A.1011660.05.02,Geograph-4 _ 13-3/8in Surface Casing,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109536,Operation Activity,P.1011660,O.1011660.04,A.1011660.04.03,TW-1 _ 9-5/8in Intermediate Casing ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109334,Operation Activity,P.1011660,O.1011660.04,A.1011660.04.02,TW-1 _ 13-3/8in Surface Casing,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109330,Operation Activity,P.1011660,O.1011660.04,A.1011660.04.05,TW-1 _ PnA ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109329,Operation Activity,P.1011660,O.1011660.04,A.1011660.04.01,TW-1 - 36in Conductor ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109324,Operation Activity,P.1011660,O.1011660.04,A.1011660.04.04,TW-1 _ 7in Liner ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109322,Operation Activity,P.1011660,O.1011660.04,A.1011660.04.06,TW-1 _ PnA#2,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109336,Operation Activity,P.1011660,O.1011660.02,A.1011660.02.02,Geograph-5 _ 13-3/8in Surface Casing ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109326,Operation Activity,P.1011660,O.1011660.02,A.1011660.02.01,Geograph-5 _ 36in Conductor Casing ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109320,Operation Activity,P.1011660,O.1011660.02,A.1011660.02.03,Geographe-5 _ 9-5/8in Casing ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109533,Operation Activity,P.1011660,O.1011660.01,A.1011660.01.03,9-5/8in Intermediate Casing ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109532,Operation Activity,P.1011660,O.1011660.01,A.1011660.01.01,Artisan-1 - 36in Conductor ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109340,Operation Activity,P.1011660,O.1011660.01,A.1011660.01.09,Artisan-1 _ PnA#5,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109338,Operation Activity,P.1011660,O.1011660.01,A.1011660.01.02,Artisan-1 _ 13-3/8in Surface Casing,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109333,Operation Activity,P.1011660,O.1011660.01,A.1011660.01.08,Artisan-1 _ PnA#4,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109327,Operation Activity,P.1011660,O.1011660.01,A.1011660.01.04,Artisan-1 _ 7in Liner ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109325,Operation Activity,P.1011660,O.1011660.01,A.1011660.01.06,Artisan-1 _ PnA#2,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109323,Operation Activity,P.1011660,O.1011660.01,A.1011660.01.05,Artisan-1 _ PnA ,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.109321,Operation Activity,P.1011660,O.1011660.01,A.1011660.01.07,Artisan-1 _ PnA#3,BEACH ENERGY LTD,Ocean Onyx,AUS West Coast WS,,WS Well Integrity
J.21.108805,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.22,U 3148-H2Dec2021,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108801,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.21,Epsilon 6- Links,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108798,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.20,Baryulah 2- Post Frac,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108797,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.19,Casimir 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108793,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.18,Frostillicus 2- SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108792,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.17,Hobbes 4- SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108790,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.16,Gooranie 14- TTBP,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108783,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.15,Koree South 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108780,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.14,Moomba 250,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108765,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.13,Meranji 7,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108744,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.12,SWQ Campain- H2SEP2021,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108740,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.11,Challum 10- TTBP,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108739,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.10,Cherokee 2- SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108425,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.09,Bolah 5_SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108422,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.08,Ruby 3_SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108421,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.06,Daralingie 27,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108420,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.05,Moomba 263,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062968,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.01,Beckler 3- PABI,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108419,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.07,Bolah 7_SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062967,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.02,Alwyn North 2- CBL Revisit,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108418,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.04,Big Lake 104,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108417,Operation Activity,P.1011402,O.1011402.01,A.1011402.01.03,Moomba 262,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.26.014680,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.25,"DC-F WP7 12.25""",CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.26.014684,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.29,DC-A,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.26.014683,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.28,DC-A,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.26.014682,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.27,DC-A ,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.26.014681,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.26,"DC-F WP7 8.5""",CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.25.102443,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.24,E-WP3 ST1 XPT-FMI,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.24.149379,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.18,CVX_BWI-CETT-Epilogue,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Production Services
J.25.020158,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.20,BWI CETT-Epilogue,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Production Services
J.25.098368,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.23,GyroData E-WI2,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.25.020157,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.19,BWI DC:DWI1 ST1 XPT,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.24.149378,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.17,BWI DC:DWP1 ST1 XPT-FMI,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.24.149369,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.16,BWI DC:DWP2 ST1 XPT-FMI,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.24.077373,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.08,BWI DC:D-WP2 USIT-CBL,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.25.056717,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.21,"Rig 26 USIT-CBL in 9 5/8""",CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.25.087878,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.22,XPT-FMI on E-WP4 ST1,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Evaluation Services
J.23.053780,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.03,Perforation BWI Z-WI2,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Production Services
J.24.148419,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.15,CVX_BWI-SATT-Slim Epilogue,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Production Services
J.22.110103,Operation Activity,P.1011289,O.1011289.01,A.1011289.01.02,Chevron Nov Activity,CHEVRON APG ABU PERTH.,ENSIGN 963,New Burn WL,,WL Production Services
