Index,Material-Plant,Plant,Geo-Unit,GEO UNIT (Profit Center),Material,Reservation -Line,Requirements Date,Creation Date,Stock On Hand - DDSC,Stock On Hand - HDSC,Last 3 Month Consumption,Last 6 Month Consumption,Last 12 Month Consumption,Material Stratification (Last 6 Month Consumption),Material Stratification (Last 12 Month Consumption),Open Qty - Reservation,Open Reservation Value,Material/Plant-SOH - Total,Primary Pegged PO-LN - Open Qty,Combined SOH & PO Pegging,Main - PO Line to Peg to Reservation,Main - PO to Peg to Reservation,Additional PO - Line to Peg,Primary Pegged PO-LN - Order Qty,Primary Pegged PO-LN - Approval Status,Primary Pegged PO-LN - RDD Date,Pegged Main PO GR Status,Pegged Main PO Invoice Status,Primary Pegged PO-LN - Invoice Qty,Post Pegging SOH Qty,Post Pegging PO Qty,Material Description,MRP Parameters - MRP Controller,MRP Parameters - Profit Center,MRP Parameters - Planned Delivery Time,MRP Parameters - Prime Status,MRP Parameters - Safety Stock,MRP Parameters - Standard Price,Business Line - By Cost Center,Sub - Business Line - By Cost Center,Business Line by Profit Center,Material/Plant-Open PO Qty - Total,Purchase Requisition - Status,Purchase Requisitions,Planned Order - Status,Planned Orders,Maximo Asset ID,Maximo Asset Num,Maximo Serial No,Reservation Creation type,WO Number,User Name,Goods recipient,Maximo - WO STATUS and Part Status,WBS Element,Cost Center,reservation_line_id,reservation_number,reservation_line_number
1,P787565-3606,3606.0,APG,APG,P787565,6075524621-1,2025-05-24,2025-04-30,16.0,3.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,2876.6732,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,OPTICAL FEED-THRU CONNECTOR,ZZZ,110516.0,21.0,Non AR Part,0.0,1488.8941000000002,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027848853,9233799490.0,GHOH-A|815,815,MAXIMO,1027066868,SYS-MAXIMO,80080752,APPR-PENDING,,AU100070,6075524621-1,6075524621,1
1,103608607-3606,3606.0,APG,APG,103608607,6075410517-1,2025-05-29,2025-04-29,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,5930.8868,,2.0,04. PO Available to Peg,4584065863-1,4584065863,,2.0,Approved,2025-05-21,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"MSPLMK-AA, KIT, MSPLT MILLING",ZZZ,110514.0,157.0,Non AR Part,0.0,3069.6787,RPI,WLPS,RPI,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02779114,ymoradi2,-,,AU100064,6075410517-1,6075410517,1
1,100572578-3606,3606.0,APG,APG,100572578,6075381793-1,2025-04-30,2025-04-28,127.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,10.0,4.0200000000000005,10.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,"SCREW, SKT HD CAP 8-32 X 5/16 ALLOY STL~",ZZZ,110516.0,18.0,Non AR Part,0.0,0.402,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027628090,6022399490.0,WPSM-AA|179,179,MAXIMO,1024048432,SYS-MAXIMO,02307312,INPRG-PENDING,,AU100070,6075381793-1,6075381793,1
1,H091790-3606,3606.0,APG,APG,H091790,6075381793-2,2025-04-30,2025-04-28,2.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,3667.1914,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,SPLIT THREADED RING 1-11/16 DIA.,ZZZ,110516.0,21.0,Non AR Part,0.0,1833.5957,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027628082,6022399490.0,WPSM-AA|179,179,MAXIMO,1024048432,SYS-MAXIMO,02307312,INPRG-PENDING,,AU100070,6075381793-2,6075381793,2
1,103696090-3606,3606.0,APG,APG,103696090,6075136771-1,2025-05-05,2025-04-23,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,105.994,,1.0,04. PO Available to Peg,4584133290-1,4584133290,,1.0,Approved,2025-05-30,Pending Full GR,PO is not Invoiced,,-1.0,0.0,"Kit, EDTC-B_FCO-16. CABLE FOR NRTA",ZZZ,110516.0,33.0,AR Part,0.0,105.994,RPE,WLES,RPE,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6075136771-1,6075136771,1
1,H245813-3610,3610.0,APG,APG,H245813,6075080308-1,2025-05-31,2025-04-23,168.0,48.0,2.0,2.0,2.0,STRANGER,STRANGER,2.0,224.0906,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,"CONNECTOR:HYDRAULIC;FLUD TO AIR,500 DEG",ZZZ,110516.0,21.0,Non AR Part,0.0,115.98370000000001,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027063372 | 1034601966,,,,MAXIMO,1026698785,SYS-MAXIMO,02785368,-,,AU100307,6075080308-1,6075080308,1
1,100042505-3606,3606.0,APG,APG,100042505,6074703592-2,2025-04-16,2025-04-16,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,820.9175,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"COUPLING, ELASTIC, GENERATOR, OSU-PA",ZZZ,110516.0,122.0,Non AR Part,0.0,820.9175,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090412,7853559490.0,POSU-AA|9017,9017,MAXIMO,1013556378,SYS-MAXIMO,03241676,WMATL-PENDING,,AU100070,6074703592-2,6074703592,2
1,100124813-3606,3606.0,APG,APG,100124813,6074759461-2,2025-05-19,2025-04-16,15.0,5.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,1199.5747000000001,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"PWA, EDTC-B CBLI BOARD",ZZZ,110516.0,18.0,Non AR Part,0.0,1199.5747000000001,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090774,10241739490.0,EDTC-BB|8430,8430,MAXIMO,49340172,SYS-MAXIMO,80058047,APPR-PENDING,,AU100070,6074759461-2,6074759461,2
1,100140081-3606,3606.0,APG,APG,100140081,6074759461-1,2025-05-19,2025-04-16,1.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,8289.152900000001,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"EDTR-B, EDTC ACCELEROMETER ASSEMBLY",ZZZ,110516.0,18.0,Non AR Part,0.0,8289.152900000001,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090777,10241739490.0,EDTC-BB|8430,8430,MAXIMO,49340172,SYS-MAXIMO,80058047,APPR-PENDING,,AU100070,6074759461-1,6074759461,1
1,100324034-3606,3606.0,APG,APG,100324034,6074703592-3,2025-04-16,2025-04-16,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,3024.2795000000006,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"AIR OIL COOLER, LDC-033-B-0-60-S20-0-O,~",ZZZ,110516.0,190.0,Non AR Part,0.0,3024.2795000000006,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090799 | 1030185247,7853559490.0,POSU-AA|9017,9017,MAXIMO,1013556378,SYS-MAXIMO,03241676,WMATL-PENDING,,AU100070,6074703592-3,6074703592,3
1,100435433-3606,3606.0,APG,APG,100435433,6074703592-1,2025-04-16,2025-04-16,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,64.62150000000001,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"RESERVOIR, AIR PURGING TANK, 4 LTR",ZZZ,110516.0,33.0,Non AR Part,0.0,64.62150000000001,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1025842121,7853559490.0,POSU-AA|9017,9017,MAXIMO,1013556378,SYS-MAXIMO,03241676,WMATL-PENDING,,AU100070,6074703592-1,6074703592,1
1,100632481-3606,3606.0,APG,APG,100632481,6074759461-5,2025-05-13,2025-04-16,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,292.5153,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,EDTC-BB MR8 KIT,ZZZ,110516.0,349.0,Non AR Part,0.0,292.5153,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090414,10241739490.0,EDTC-BB|8430,8430,MAXIMO,49340172,SYS-MAXIMO,80058047,APPR-PENDING,,AU100070,6074759461-5,6074759461,5
1,100980554-3606,3606.0,APG,APG,100980554,6074703772-7,2025-04-23,2025-04-16,7.0,,0.0,4.0,12.0,STRANGER,STRANGER,2.0,425.12,4.0,,01. SOH Available to Peg,,,,,,,,,,2.0,0.0,PACKING ASSEMBLY: WOM P/N SP-1800,ZZZ,110795.0,18.0,Non AR Part,0.0,250.36560000000003,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090955 | 1031154281,16677279490.0,GATE VALVE|IO118943-1-1,IO118943-1-1,MAXIMO,1026321160,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703772-7,6074703772,7
1,103277844-3606,3606.0,APG,APG,103277844,6074703772-1,2025-04-23,2025-04-16,0.0,2.0,0.0,0.0,4.0,SLOW MOVER,STRANGER,4.0,538.48,28.0,,01. SOH Available to Peg,,,,,,,,,,24.0,0.0,"RING, BACKUP: WOM P/N BT-3010SS",ZZZ,110795.0,21.0,Non AR Part,0.0,156.5321,RPI,TSW,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,16677279490.0,GATE VALVE|IO118943-1-1,IO118943-1-1,MAXIMO,1026321160,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703772-1,6074703772,1
1,B077169-3606,3606.0,APG,APG,B077169,6074703772-9,2025-04-23,2025-04-16,85.0,30.0,0.0,0.0,10.0,SLOW MOVER,STRANGER,4.0,32.6,40.0,,01. SOH Available to Peg,,,,,,,,,,36.0,0.0,"RING, SEAL: WOM P/N PN-3459",ZZZ,110748.0,21.0,Non AR Part,0.0,9.480500000000001,RPI,TSW,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,16677279490.0,GATE VALVE|IO118943-1-1,IO118943-1-1,MAXIMO,1026321160,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703772-9,6074703772,9
1,B077171-3606,3606.0,APG,APG,B077171,6074703772-8,2025-04-23,2025-04-16,90.0,20.0,0.0,10.0,10.0,STRANGER,STRANGER,2.0,4.92,10.0,,01. SOH Available to Peg,,,,,,,,,,8.0,0.0,"RING, SEAL: WOM P/N PN-2229",ZZZ,110795.0,21.0,Non AR Part,0.0,2.8207,RPI,TSW,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,16677279490.0,GATE VALVE|IO118943-1-1,IO118943-1-1,MAXIMO,1026321160,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703772-8,6074703772,8
1,B077176-3606,3606.0,APG,APG,B077176,6074703792-2,2025-04-23,2025-04-16,119.0,24.0,0.0,0.0,11.0,SLOW MOVER,STRANGER,4.0,321.92,25.0,,01. SOH Available to Peg,,,,,,,,,,21.0,0.0,BACK UP RING FOR SEAL ASSEMBLY(STAINLES~,ZZZ,110740.0,21.0,Non AR Part,0.0,93.35780000000001,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1031154285,16677239490.0,GATE VALVE|IO118943-1-4,IO118943-1-4,MAXIMO,1026322095,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703792-2,6074703792,2
1,B077803-3606,3606.0,APG,APG,B077803,6074703792-7,2025-04-23,2025-04-16,61.0,60.0,0.0,8.0,22.0,STRANGER,STRANGER,2.0,19.3268,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,SEAL RING FOR GATE VALVE: WOM P/N PT-21~,ZZZ,110795.0,21.0,Non AR Part,0.0,10.0031,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090912,16677239490.0,GATE VALVE|IO118943-1-4,IO118943-1-4,MAXIMO,1026322095,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703792-7,6074703792,7
1,B077836-3606,3606.0,APG,APG,B077836,6074703792-5,2025-04-23,2025-04-16,20.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,8.0,122.08,10.0,,01. SOH Available to Peg,,,,,,,,,,2.0,0.0,SEAL. P/N: PT-2399,ZZZ,110748.0,21.0,Non AR Part,0.0,17.3731,RPI,TSW,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,16677239490.0,GATE VALVE|IO118943-1-4,IO118943-1-4,MAXIMO,1026322095,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703792-5,6074703792,5
2,100183023-3606,3606.0,APG,APG,100183023,6074759461-3,2025-05-19,2025-04-16,6.0,3.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,1687.8305000000003,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,"PCB ASSY, EDTC-B MEASUREMENT BOARD",ZZZ,110516.0,18.0,Non AR Part,0.0,1687.8305000000003,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090750 | 1027090751,10241739490.0,EDTC-BB|8430,8430,MAXIMO,49340172,SYS-MAXIMO,80058047,APPR-PENDING,,AU100070,6074759461-3,6074759461,3
2,100195491-3606,3606.0,APG,APG,100195491,6074759461-4,2025-05-19,2025-04-16,11.0,2.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,11493.5418,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,"PWA, EDTC-B TELEMETRY BOARD",ZZZ,110516.0,18.0,Non AR Part,0.0,11493.5418,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090754 | 1027090755,10241739490.0,EDTC-BB|8430,8430,MAXIMO,49340172,SYS-MAXIMO,80058047,APPR-PENDING,,AU100070,6074759461-4,6074759461,4
2,100980554-3606,3606.0,APG,APG,100980554,6074703792-8,2025-04-23,2025-04-16,7.0,,0.0,4.0,12.0,STRANGER,STRANGER,2.0,425.12,4.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,PACKING ASSEMBLY: WOM P/N SP-1800,ZZZ,110795.0,18.0,Non AR Part,0.0,250.36560000000003,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090955 | 1031154281,16677239490.0,GATE VALVE|IO118943-1-4,IO118943-1-4,MAXIMO,1026322095,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703792-8,6074703792,8
2,102800516-3606,3606.0,APG,APG,102800516,6074759461-6,2025-05-13,2025-04-16,0.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,188.06230000000002,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,"EDTC-BB_FCO-14, MODIFICATION KIT",ZZZ,110516.0,216.0,Non AR Part,0.0,188.06230000000002,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090639 | 1027090640,10241739490.0,EDTC-BB|8430,8430,MAXIMO,49340172,SYS-MAXIMO,80058047,APPR-PENDING,,AU100070,6074759461-6,6074759461,6
2,103277844-3606,3606.0,APG,APG,103277844,6074703792-1,2025-04-23,2025-04-16,0.0,2.0,0.0,0.0,4.0,SLOW MOVER,STRANGER,4.0,538.48,28.0,,01. SOH Available to Peg,,,,,,,,,,20.0,0.0,"RING, BACKUP: WOM P/N BT-3010SS",ZZZ,110795.0,21.0,Non AR Part,0.0,156.5321,RPI,TSW,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,16677239490.0,GATE VALVE|IO118943-1-4,IO118943-1-4,MAXIMO,1026322095,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703792-1,6074703792,1
2,B077169-3606,3606.0,APG,APG,B077169,6074703792-10,2025-04-23,2025-04-16,85.0,30.0,0.0,0.0,10.0,SLOW MOVER,STRANGER,4.0,32.6,40.0,,01. SOH Available to Peg,,,,,,,,,,32.0,0.0,"RING, SEAL: WOM P/N PN-3459",ZZZ,110748.0,21.0,Non AR Part,0.0,9.480500000000001,RPI,TSW,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,16677239490.0,GATE VALVE|IO118943-1-4,IO118943-1-4,MAXIMO,1026322095,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703792-10,6074703792,10
2,B077171-3606,3606.0,APG,APG,B077171,6074703792-9,2025-04-23,2025-04-16,90.0,20.0,0.0,10.0,10.0,STRANGER,STRANGER,2.0,4.92,10.0,,01. SOH Available to Peg,,,,,,,,,,6.0,0.0,"RING, SEAL: WOM P/N PN-2229",ZZZ,110795.0,21.0,Non AR Part,0.0,2.8207,RPI,TSW,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,16677239490.0,GATE VALVE|IO118943-1-4,IO118943-1-4,MAXIMO,1026322095,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703792-9,6074703792,9
2,B077176-3606,3606.0,APG,APG,B077176,6074703772-2,2025-04-23,2025-04-16,119.0,24.0,0.0,0.0,11.0,SLOW MOVER,STRANGER,4.0,321.92,25.0,,01. SOH Available to Peg,,,,,,,,,,17.0,0.0,BACK UP RING FOR SEAL ASSEMBLY(STAINLES~,ZZZ,110740.0,21.0,Non AR Part,0.0,93.35780000000001,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1031154285,16677279490.0,GATE VALVE|IO118943-1-1,IO118943-1-1,MAXIMO,1026321160,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703772-2,6074703772,2
2,B077178-3606,3606.0,APG,APG,B077178,6074703772-3,2025-04-23,2025-04-16,395.0,60.0,4.0,14.0,44.0,STRANGER,STRANGER,4.0,52.4,36.0,,01. SOH Available to Peg,,,,,,,,,,16.0,0.0,"SEAL,             FOR WOM VALVE        ~",ZZZ,110795.0,21.0,Non AR Part,0.0,15.014700000000001,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1031154280,16677279490.0,GATE VALVE|IO118943-1-1,IO118943-1-1,MAXIMO,1026321160,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703772-3,6074703772,3
3,B077172-3606,3606.0,APG,APG,B077172,6074703772-10,2025-04-23,2025-04-16,53.0,,0.0,3.0,18.0,STRANGER,STRANGER,2.0,252.8,15.0,,01. SOH Available to Peg,,,,,,,,,,9.0,0.0,"GASKET,BONNET     FOR WOM VALVE        ~",ZZZ,110795.0,18.0,Non AR Part,0.0,143.3063,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1031154283,16677279490.0,GATE VALVE|IO118943-1-1,IO118943-1-1,MAXIMO,1026321160,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703772-10,6074703772,10
3,B077178-3606,3606.0,APG,APG,B077178,6074703792-3,2025-04-23,2025-04-16,395.0,60.0,4.0,14.0,44.0,STRANGER,STRANGER,4.0,52.4,36.0,,01. SOH Available to Peg,,,,,,,,,,12.0,0.0,"SEAL,             FOR WOM VALVE        ~",ZZZ,110795.0,21.0,Non AR Part,0.0,15.014700000000001,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1031154280,16677239490.0,GATE VALVE|IO118943-1-4,IO118943-1-4,MAXIMO,1026322095,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703792-3,6074703792,3
4,B077172-3606,3606.0,APG,APG,B077172,6074703792-11,2025-04-23,2025-04-16,53.0,,0.0,3.0,18.0,STRANGER,STRANGER,2.0,252.8,15.0,,01. SOH Available to Peg,,,,,,,,,,7.0,0.0,"GASKET,BONNET     FOR WOM VALVE        ~",ZZZ,110795.0,18.0,Non AR Part,0.0,143.3063,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1031154283,16677239490.0,GATE VALVE|IO118943-1-4,IO118943-1-4,MAXIMO,1026322095,SYS-MAXIMO,05170733,INPRG-PENDING,,AU100077,6074703792-11,6074703792,11
1,100398351-3606,3606.0,APG,APG,100398351,6074644067-3,2025-04-30,2025-04-15,6.0,1.0,0.0,1.0,1.0,STRANGER,STRANGER,1.0,2587.3657,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,PNEUMATIC LEVEL SWITCH HIGH K-TEK CE,ZZZ,110740.0,18.0,Non AR Part,0.0,2678.3116,RPI,TSW,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090939,,,,MAXIMO,1026184806,SYS-MAXIMO,05170733,-,,AU100077,6074644067-3,6074644067,3
1,H441216-3606,3606.0,APG,APG,H441216,6074585877-8,2025-04-14,2025-04-14,2.0,2.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,10.0,528.6999999999999,10.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,HOUSING GREASE SEAL,ZZZ,110516.0,21.0,Non AR Part,0.0,342.26950000000005,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: CMTD PARTS,02307312,FHERWANTO,-,,AU100070,6074585877-8,6074585877,8
1,P191920-3606,3606.0,APG,APG,P191920,6074585871-26,2025-04-14,2025-04-14,2.0,3.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,20.0,721.0,20.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,SPRING,ZZZ,110516.0,21.0,Non AR Part,0.0,45.680600000000005,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,,AU100070,6074585871-26,6074585871,26
5,102990995-3606,3606.0,APG,APG,102990995,6074585981-8,2025-04-14,2025-04-14,71.0,8.0,0.0,0.0,3.0,SLOW MOVER,STRANGER,5.0,6436.0195,,2.0,04. PO Available to Peg,4584403381-1,4584403381,,2.0,Approved,2026-02-25,Pending Full GR,PO is not Invoiced,,-14.0,1.0,"H2S RESISTANT FLEXIBLE WEAKPOINT, 3700-~",005,110516.0,21.0,AR Part,1.0,1332.4491,RPI,WLPS,RPE,15.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: WEAK POINT,00869610,jpereira11,-,,AU100063,6074585981-8,6074585981,8
1,100332961-3606,3606.0,APG,APG,100332961,6074305915-8,2025-04-29,2025-04-09,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,905.5050000000001,,1.0,04. PO Available to Peg,4584078617-1,4584078617,,1.0,Approved,2025-05-12,Pending Full GR,PO is not Invoiced,,-1.0,0.0,"HEAD,NOZZLE 1.5 OD W/TWO .093 AND ONE .~",ZZZ,110744.0,33.0,Non AR Part,0.0,905.5050000000001,RPI,WIS,RPS,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,06478465,Isabelle L,-,,AU100022,6074305915-8,6074305915,8
1,105111704-3606,3606.0,APG,APG,105111704,6074248969-1,2025-04-08,2025-04-08,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,80503.6557,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"RACK RAM ASSEMBLY, 7.06 DS, 10 KPSI, 4.~",ZZZ,110740.0,187.0,Non AR Part,0.0,80503.6557,RPI,TCPF,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,06243349,,-,,AU100010,6074248969-1,6074248969,1
1,105111710-3606,3606.0,APG,APG,105111710,6074248969-2,2025-04-08,2025-04-08,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,75918.6045,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"LOCATOR RAM ASSEMBLY, 7.06 DS, 10 KPSI,~",ZZZ,110740.0,187.0,Non AR Part,0.0,75918.6045,RPI,TCPF,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,06243349,,-,,AU100010,6074248969-2,6074248969,2
1,101743307-3606,3606.0,APG,APG,101743307,6074182832-3,2025-04-07,2025-04-07,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,6.0,11842.678800000002,,6.0,04. PO Available to Peg,4584018282-1,4584018282,,6.0,Approved,2025-04-18,Pending Full GR,PO is not Invoiced,,-6.0,0.0,"KIT, STEM 3 REDRESS, 2.875 LOAD MODULE,~",ZZZ,110498.0,112.0,Non AR Part,0.0,1973.7798000000003,RPI,WIS,RPI,6.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,06243349,,-,,AU100022,6074182832-3,6074182832,3
1,100985423-3606,3606.0,APG,APG,100985423,6073904456-3,2025-04-01,2025-04-02,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,11054.738700000002,,1.0,04. PO Available to Peg,4583992590-1,4583992590,,1.0,Approved,2025-04-09,Pending Full GR,PO is not Invoiced,,-1.0,0.0,"CASING TARGET 12-1/2, THICKNESS 8mm",ZZZ,110514.0,259.0,Non AR Part,0.0,11054.738700000002,RPI,WLPS,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,,AU100064,6073904456-3,6073904456,3
1,101083082-3610,3610.0,APG,APG,101083082,6073845974-2,2025-04-01,2025-04-01,39.0,4.0,4.0,5.0,8.0,STRANGER,STRANGER,2.0,2695.84,,,04. PO Available to Peg,4584168653-2,4584168653,1  &  1,,,,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"H2S RESISTANT FLEXIBLE WEAKPOINT, 3100-~",005,110516.0,18.0,AR Part,1.0,1543.3316000000002,RPI,WLPS,RPE,5.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: PDP ORDER,06326508,JESMERALDA,-,,AU100311,6073845974-2,6073845974,2
1,101209596-3606,3606.0,APG,APG,101209596,6073407642-9,2025-03-24,2025-03-24,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,8082.4713,,1.0,04. PO Available to Peg,4584173006-6,4584173006,,1.0,Approved,2026-01-11,Pending Full GR,PO is not Invoiced,,-1.0,0.0,"KIT, IFC RETRIEVAL, 2-3/8 AND 2-7/8 CT",ZZZ,110498.0,207.0,Non AR Part,0.0,8082.4713,RPI,WIS,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,06243349,JPazzi,-,,AU100022,6073407642-9,6073407642,9
